n.id,numberOfConnectedEdges
"""MIR7155""",1
"""MED6""",209
"""RNF115""",291
"""TAB3""",482
"""MIR526A1""",1
"""ANGPTL1""",467
"""FAM131A""",436
"""MIR8069-2""",1
"""SSX5""",244
"""MIR1244-3""",1
"""TPSD1""",405
"""VCAN""",3201
"""DPY19L2""",792
"""PIM3""",337
"""IGKV1-6""",283
"""SNORA80D""",1
"""NINJ2-AS1""",1
"""C15orf62""",152
"""MIR6835""",1
"""HSP90AA2P""",1
"""KEAP1""",665
"""EMP1""",206
"""LINC00475""",1
"""CAMSAP2""",1068
"""OR8J3""",293
"""ABHD15""",496
"""RHOQ""",219
"""LINC00448""",3
"""CSTF2T""",532
"""PSRC1""",414
"""MRPL14""",162
"""PSMD11""",261
"""SEC1P""",1
"""TRAJ35""",16
"""SNORA86""",1
"""ALOX12""",595
"""CHST5""",534
"""TSC22D1-AS1""",1
"""FGD5""",1551
"""PTPRD""",2327
"""FILIP1""",1100
"""HS3ST4""",461
"""SNORD13E""",1
"""LINC01360""",2
"""AIMP2""",419
"""CENATAC""",389
"""PDZD2""",2546
"""TSPY3""",42
"""DEFB118""",145
"""TMEM238L""",40
"""TCP11L2""",592
"""GANC""",1045
"""LINC01202""",1
"""MIR1302-6""",1
"""MIR8079""",1
"""HEBP2""",246
"""SYNE3""",1037
"""SLC35E3""",314
"""POGLUT2""",472
"""AZIN2""",521
"""IFFO2""",351
"""FCSK""",1159
"""U2AF2""",271
"""CDR2L""",429
"""SLC2A1-AS1""",1
"""PRECSIT""",1
"""ALPG""",616
"""CDK7""",280
"""CSNK2B""",322
"""LINC01046""",1
"""LINC02096""",1
"""GRIK5""",897
"""ACOXL-AS1""",1
"""FIBP""",362
"""CLEC11A""",464
"""NSDHL""",259
"""OR6C75""",332
"""PARD6G-AS1""",2
"""TBX5""",619
"""MIR4771-1""",1
"""RPL7""",196
"""POC1A""",373
"""UFM1""",131
"""PRXL2C""",225
"""USF2""",584
"""FAM106C""",2
"""PTGER2""",375
"""ZNF425""",796
"""ACAP3""",863
"""KRT31""",462
"""LINC02041""",1
"""SNORA70D""",1
"""DNAH8-AS1""",1
"""STX6""",221
"""KLHL7-DT""",1
"""CDH23-AS1""",1
"""RHOV""",174
"""NEK2""",381
"""TOM1L1""",505
"""REC8""",564
"""SEC23IP""",912
"""SNORD37""",1
"""IGFALS""",955
"""SCRT2""",267
"""USP45""",765
"""CD74""",274
"""LINC00342""",1
"""MIR3137""",1
"""TATDN3""",313
"""ABRA""",430
"""NRAV""",1
"""RCVRN""",213
"""SMDT1""",143
"""TEX51""",318
"""HEXIM2""",397
"""C20orf181""",1
"""SLC7A14-AS1""",3
"""C10orf67""",455
"""MEIS3P2""",1
"""KLHL17""",880
"""EWSR1""",598
"""ITGA4""",970
"""LINC02112""",1
"""KCNJ11""",403
"""PCDHGA7""",1036
"""RBM7""",288
"""PTGDS""",277
"""C1orf50""",208
"""LINC01718""",1
"""CEP57""",552
"""LINC00992""",1
"""NINJ2""",242
"""SIM1-AS1""",2
"""ADH6""",393
"""CSTF1""",232
"""SLC9C2""",988
"""CDAN1""",1294
"""SIGLEC15""",375
"""SCPEP1""",416
"""RNF19B""",531
"""SSRP1""",444
"""TMEM238""",127
"""ETDC""",14
"""FXYD7""",90
"""LINC01246""",2
"""BSG""",488
"""SHBG""",470
"""NBEAL1""",2155
"""POLR2C""",190
"""RNASE10""",287
"""LINC01952""",1
"""FAM111A""",632
"""MIR5090""",1
"""TRPC3""",752
"""LINC02124""",1
"""REG1CP""",1
"""LST1""",151
"""OCIAD2""",150
"""CPT1C""",858
"""MIR1234""",1
"""PDK4""",427
"""SKIDA1""",743
"""GOLGA6L1""",631
"""MIR205HG""",5
"""DCAF13""",705
"""POLR3GL""",191
"""MVB12A""",385
"""CEACAM4""",353
"""MIR4278""",1
"""WDR93""",704
"""C20orf144""",215
"""SYNPR-AS1""",1
"""CAMLG""",293
"""MIR22""",1
"""C1orf74""",218
"""COL28A1""",1345
"""BCL9""",1404
"""ARHGEF34P""",1
"""LINC01565""",2
"""WDR55""",353
"""LGALS12""",375
"""MIR107""",1
"""MIR10393""",1
"""CAMTA1-AS2""",3
"""DHRS4L1""",10
"""GPN3""",286
"""GSTM4""",335
"""ZSWIM6""",719
"""MIR3134""",1
"""EXD1""",588
"""PRRC1""",481
"""KRTAP2-4""",121
"""MCRS1""",463
"""PGM5""",568
"""DOCK8""",2438
"""RBKS""",351
"""SNORA80E""",1
"""YIPF3""",407
"""CASTOR1""",308
"""IGHV3-33""",434
"""MIR4469""",1
"""HERC2P2""",1
"""LINC00663""",1
"""GTSE1""",738
"""NAIP""",315
"""NASP""",756
"""OTC""",477
"""PRAMEF1""",690
"""H2BC9""",199
"""LINC01132""",1
"""SHISA6""",465
"""ZG16B""",245
"""IL18""",122
"""ZNF629""",671
"""OVAAL""",1
"""FUS""",454
"""ATP5F1A""",560
"""RRBP1""",1437
"""ARMH4""",751
"""HIRA""",688
"""SLC5A1""",529
"""GPLD1""",892
"""GNRH2""",144
"""CDS1""",369
"""SLC9A1""",617
"""MECOM-AS1""",1
"""UBE2E1-AS1""",1
"""CFL1""",116
"""MIR3135A""",1
"""MTFP1""",230
"""TSPAN6""",168
"""MMP24""",514
"""DNAJC8""",175
"""GPM6A""",261
"""MVK""",472
"""SLC6A18""",720
"""SNHG12""",9
"""SPRR5""",89
"""CCDC169-SOHLH2""",2
"""SF3B1""",569
"""TTC24""",517
"""NAP1L6P""",2
"""MIR1343""",1
"""LINC01627""",1
"""CCL4L1""",18
"""LINC01423""",1
"""MIR1285-1""",1
"""ZNF572""",511
"""PRR18""",313
"""PRKX""",212
"""TMEM170A""",207
"""LINGO1-AS2""",2
"""NUP210P1""",1
"""HNRNPH1""",365
"""TAS2R16""",363
"""MEOX2""",364
"""LRRC43""",699
"""MIR522""",1
"""KRTCAP2""",154
"""LINC02075""",1
"""WFDC11""",99
"""PPP1R3D""",337
"""LINC02097""",1
"""KDF1""",415
"""CARHSP1""",385
"""SLC2A4RG""",354
"""IGHJ5""",108
"""MOSPD1""",113
"""OTP""",308
"""TOMM7""",151
"""FABP5P3""",2
"""TRAM2""",283
"""PPP1R1A""",230
"""APMAP""",433
"""DBNDD1""",300
"""ZNF197-AS1""",1
"""MIR422A""",1
"""FAM161B""",728
"""AGK""",424
"""POM121B""",1
"""DNAJC18""",312
"""TMCC2-AS1""",2
"""LUZP6""",3
"""SIN3A""",832
"""RAD23A""",325
"""GPC5-AS1""",3
"""GTF2H4""",370
"""FTSJ1""",182
"""MMP26""",300
"""MED20""",215
"""SCAMP4""",282
"""FRMD6-AS2""",2
"""SLC26A8""",974
"""OR10Z1""",428
"""TSACC""",161
"""MIR302D""",1
"""MIR200CHG""",1
"""LINC02465""",1
"""CHMP1B2P""",1
"""URB1-AS1""",2
"""STK38L""",312
"""TMCO1-AS1""",1
"""AQP7""",541
"""MIR2276""",1
"""PKIB""",115
"""MIR548F5""",1
"""MIR4444-2""",1
"""IFNA7""",260
"""SMAD5""",280
"""CHORDC1""",432
"""TCEANC2""",316
"""TREML2""",319
"""CIBAR1""",319
"""LINC00963""",1
"""GNMT""",282
"""HTR1B""",379
"""MELTF-AS1""",1
"""RAP2B""",104
"""HNRNPUL2-BSCL2""",581
"""SMIM43""",10
"""SMG1P3""",1
"""BOK""",261
"""CPEB4""",496
"""DEFB103B""",28
"""MRPS34""",316
"""TRIT1""",516
"""OC90""",485
"""ZNF695""",550
"""SNORA71D""",1
"""C21orf58""",412
"""SMARCD3""",396
"""TFF2""",136
"""PRPF31""",432
"""SUGCT-AS1""",1
"""TAS2R31""",442
"""FAM193B-DT""",4
"""CHMP4BP1""",1
"""RNU6ATAC""",1
"""IL18R1""",529
"""C7orf25""",405
"""TRAM1""",275
"""LINC00954""",1
"""ZNF487""",153
"""MIF-AS1""",1
"""HLA-DRB9""",3
"""SPACA4""",110
"""FOXN1""",662
"""EPB41L4B""",820
"""ZNF226""",936
"""MIR1257""",1
"""CPNE9""",464
"""KRT39""",465
"""GUCA1ANB""",8
"""MIR381""",1
"""SAA2""",194
"""CTPS2""",296
"""TOM1L2""",513
"""TMC6""",902
"""NPIPB7""",292
"""HCG25""",1
"""RFLNB""",170
"""MSMP""",133
"""SLC46A3""",434
"""PAICS""",351
"""DUSP5P1""",1
"""VASH1""",466
"""EBLN3P""",1
"""TMEM222""",261
"""ERG""",387
"""IGKV1-5""",505
"""CBSL""",239
"""PARP11""",329
"""ASTL""",464
"""MSANTD5""",5
"""NFATC2IP""",390
"""NUDT16""",311
"""TRBJ1-3""",3
"""SOX21-AS1""",1
"""SREK1IP1""",126
"""VPS41""",743
"""EIF3D""",334
"""MIR3173""",1
"""ARHGAP27P1-BPTFP1-KPNA2P3""",1
"""CLVS2""",291
"""MKS1""",762
"""TLE1""",692
"""DPYSL2""",513
"""OR7E24""",393
"""ZNF81""",456
"""TDRD9""",1146
"""SPINT1-AS1""",3
"""MITF""",602
"""ZNF446""",618
"""GTSF1""",148
"""CD96""",698
"""MIR4676""",1
"""MTMR2""",553
"""TRAJ37""",31
"""SYT2""",320
"""SOCS3-DT""",3
"""TRAJ32""",19
"""KRT16P3""",1
"""NAPB""",240
"""LINC02039""",1
"""GPR37""",626
"""MYBPC1""",1135
"""RPEL1""",210
"""FAM83F""",489
"""KIFAP3""",648
"""USP12""",203
"""FZD2""",402
"""BIRC5""",214
"""FHDC1""",1046
"""SH3BP5L""",380
"""MAPK6-DT""",1
"""RBP7""",119
"""COL4A4""",1835
"""SNAR-A6""",1
"""DAB1""",609
"""CMTR1""",537
"""VNN1""",533
"""MIR12123""",1
"""VWA8-AS1""",1
"""TBC1D26""",289
"""PRSS29P""",1
"""IPO7""",739
"""MYCT1""",302
"""VIRMA""",1365
"""FAM24B""",81
"""YPEL4""",122
"""MLXIPL""",907
"""HS6ST3""",453
"""ALDH1A3""",466
"""SCRN2""",513
"""CRY1""",443
"""RCC1""",436
"""ZNF280D""",956
"""REREP3""",1
"""GALNT16-AS1""",7
"""RAI1-AS1""",1
"""LINC00996""",1
"""RSPH3""",431
"""LINC01538""",1
"""CACTIN-AS1""",2
"""LINC01048""",1
"""HERC2P11""",1
"""GINS2""",249
"""MIR4787""",1
"""MIR6783""",1
"""PRKRA""",357
"""SNHG29""",32
"""CD86""",302
"""CSPG4""",2154
"""SNORD145""",1
"""DCAF15""",532
"""CYP2S1""",516
"""OPA1""",942
"""OR13F1""",369
"""POLR1H""",83
"""CLEC17A""",376
"""LINC00305""",4
"""RRAS""",213
"""ITGA6-AS1""",1
"""RPS10""",165
"""OTX2""",283
"""NAMPT""",253
"""CDH19""",937
"""LINC01757""",1
"""HDAC2""",239
"""RNA28SN2""",1
"""SNORD52""",1
"""SERP1""",103
"""PRRC2B""",328
"""CEP192""",2210
"""NXF2""",3
"""MIR4693""",1
"""NXF3""",389
"""XPR1""",449
"""SLF2""",1023
"""TMPRSS13""",634
"""UCHL3""",253
"""SPATA31D3""",336
"""MIR1470""",1
"""GPX1""",345
"""LINC01352""",1
"""RASEF""",804
"""SEMA3B-AS1""",1
"""DACT3-AS1""",2
"""NDUFB7""",208
"""C1QTNF4""",388
"""CALHM4""",295
"""LINC02691""",3
"""ART3""",446
"""MOBP""",195
"""UGT2B11""",800
"""IGLV3-19""",312
"""OR1R1P""",231
"""GAGE7""",1
"""CLIC3""",252
"""ATP10A""",1775
"""CFAP77""",411
"""MIR4718""",1
"""H2AC11""",3
"""CCDC148-AS1""",1
"""SEL1L2""",804
"""LINC02615""",1
"""JCAD""",1377
"""CACNA1B""",2366
"""ZNF48""",593
"""MANCR""",1
"""TMED8""",312
"""SNORA1""",1
"""XPNPEP2""",551
"""TEPP""",291
"""GTF3C2""",792
"""MIR649""",1
"""VSIG10""",520
"""OTOP2""",589
"""LINC02851""",1
"""SLAMF9""",297
"""SNORA104""",1
"""CCDC65""",477
"""WDR82""",145
"""SLC38A2-AS1""",2
"""IGKV1D-13""",235
"""CREB3L2-AS1""",1
"""SLC45A1""",711
"""LAMC1""",1398
"""SNORA36C""",1
"""LINC02911""",3
"""LINC00350""",1
"""SMURF1""",534
"""SCGB3A1""",94
"""ZFP30""",522
"""FHIP1A-DT""",7
"""NFE2L3""",941
"""NUCKS1""",168
"""ZC3H11B""",396
"""IGLC6""",1
"""TBC1D22A-AS1""",1
"""HAUS2""",267
"""NBL1""",212
"""SPTBN2""",2198
"""TP53TG3C""",15
"""ALG9""",580
"""RFC3""",339
"""ST20-AS1""",2
"""H3C12""",1660
"""POM121L12""",587
"""GLUL""",376
"""MIR557""",1
"""LINC01901""",1
"""EGFLAM-AS2""",2
"""INTS11""",971
"""AGMAT""",323
"""HERC2P3""",2
"""EFHC1""",736
"""CBLL1""",432
"""MBIP""",357
"""ITGA11""",1113
"""TPD52L2""",294
"""RETREG3""",485
"""ZNF583""",462
"""TBC1D3F""",368
"""TMEM108-AS1""",1
"""CIRBP""",557
"""SHANK2-AS1""",1
"""ADPRM""",282
"""OSBP""",507
"""SNX21""",426
"""MIR544B""",1
"""MIR770""",1
"""MIR4713""",1
"""SAXO1""",698
"""TMEM9B""",167
"""TMSB15A""",34
"""SNORD101""",1
"""RSPO1""",278
"""GRIN3A""",1131
"""MIR711""",1
"""SNORA11E""",1
"""KIF25""",433
"""SNORA103""",1
"""GRK6P1""",1
"""LRRC18""",299
"""MND1""",234
"""SHISA7""",380
"""SNORD116-10""",1
"""LINC01548""",2
"""CHCHD5""",202
"""ORC5""",412
"""TRPM8""",1234
"""MIR10522""",1
"""POLR2I""",122
"""LTN1""",1406
"""VPS37A""",681
"""LINC01524""",1
"""AGAP6""",746
"""RNU5D-1""",1
"""TNIK""",1010
"""BBS4""",710
"""CORIN""",1160
"""SNX19""",1072
"""PARD3B""",1448
"""SHROOM1""",883
"""RAB1B""",134
"""TOX2""",717
"""CCK""",131
"""CTNNB1""",598
"""POU5F1""",321
"""ZBTB20""",623
"""ACTL6B""",284
"""DCDC1""",1837
"""SLC9A8""",530
"""MIR4514""",1
"""OR4C45""",4
"""MATN1""",466
"""MIR1245A""",1
"""SNORD13B-2""",1
"""ABCC4""",1006
"""MIR1205""",1
"""LINC01320""",1
"""SNORD74B""",1
"""TRIM50""",531
"""TNN""",1605
"""CCDC91""",516
"""LINC00891""",1
"""OVCA2""",292
"""CTSS""",255
"""CYP11B1""",768
"""C9orf64""",340
"""ISYNA1""",578
"""KCNJ6""",252
"""TRMT112""",234
"""KRTAP10-4""",715
"""MEGF6""",1924
"""MIR9-1HG""",14
"""PTPN11""",546
"""ZNF222-DT""",1
"""PHF13""",239
"""FAM98B""",440
"""FTH1P3""",1
"""FBLL1""",296
"""HOPX""",164
"""MIR378I""",1
"""FAM90A10P""",561
"""STH""",118
"""UBE2QL1""",77
"""LINC01238""",1
"""NDUFA8""",149
"""ZFY""",179
"""MIR7159""",1
"""CLSTN2""",940
"""DCLK1""",583
"""NDST2""",736
"""C10orf120""",385
"""CD207""",346
"""HCST""",95
"""RIN3""",1084
"""LINC01581""",1
"""ABI3BP""",1724
"""CLDN7""",252
"""MYCL-AS1""",1
"""STIM2""",672
"""DVL1""",918
"""NLRC5""",1769
"""IGKV3-15""",369
"""NDUFB2-AS1""",1
"""UBL4A""",168
"""RARS1""",620
"""F11-AS1""",2
"""MIR4452""",1
"""WASH2P""",2
"""TRIM45""",567
"""PLEKHG6""",906
"""LHX5""",328
"""PROX2""",522
"""EPPK1""",4096
"""DEFA8P""",1
"""LINC01668""",1
"""PTMA""",354
"""NUTM2B-AS1""",3
"""PMCH""",149
"""ADORA2A""",383
"""GPR137C""",418
"""ODF2-AS1""",1
"""MIR7844""",1
"""FASTKD3""",605
"""ANKRD53""",567
"""MIR6832""",1
"""MRPL37""",585
"""PCDHGB1""",1046
"""ADAM30""",751
"""DBNL""",446
"""CCDC85A""",696
"""SSBP3-AS1""",2
"""DTYMK""",311
"""MIR3691""",1
"""LINC01702""",3
"""IL17RB""",495
"""STS""",440
"""DLG1""",1156
"""ARHGAP27""",1012
"""ZNF358""",444
"""IGHV6-1""",338
"""MYOF""",1979
"""GATM""",419
"""NDUFA2""",118
"""KRTAP16-1""",486
"""SLC25A34-AS1""",1
"""CBLN1""",192
"""C5orf47""",186
"""HECTD1""",1674
"""LCE2B""",198
"""STXBP5L""",1165
"""ZNF213""",553
"""HAGHL""",602
"""MIR6757""",1
"""GOLGA2P2Y""",1
"""PPP2R5D""",377
"""IGLC1""",128
"""MIA3""",1690
"""RNF150""",430
"""ZNF396""",360
"""MCUB""",285
"""KYAT1""",564
"""TPGS2""",433
"""PCDH18""",1188
"""TSPYL1""",428
"""LINC02816""",2
"""RACGAP1""",556
"""EPHA8""",1147
"""NUP58""",574
"""HECW1-IT1""",1
"""HORMAD1""",325
"""CASC9""",3
"""LINC01830""",2
"""OSR2""",436
"""C4BPB""",255
"""ACAT1""",476
"""RNF13""",341
"""CGB2""",208
"""TMEM255B""",421
"""MAGEB18""",292
"""TRBV25-1""",100
"""SCN7A""",1402
"""ARL6""",201
"""RNF113B""",356
"""ARFIP1""",287
"""LINC01995""",1
"""GTPBP6""",555
"""CPB2-AS1""",2
"""ATRX""",1765
"""SNRPF-DT""",2
"""GRAMD4""",488
"""REG3A""",261
"""PRRT4""",902
"""LINC01767""",1
"""PCDHB12""",1097
"""ZNF733P""",1
"""FOXO3B""",296
"""LINC01139""",1
"""MREG""",207
"""CNGA1""",543
"""TENT5B""",418
"""LINC00266-1""",1
"""PARD6B""",293
"""CLPSL1""",170
"""GDI2""",341
"""LINC02818""",1
"""SCRIB""",1812
"""SFI1""",1483
"""FCHSD2""",576
"""DDX39B""",288
"""MIR92A2""",1
"""IRAG2""",999
"""SNORA18""",1
"""ANO5""",1028
"""CRTC3-AS1""",1
"""CCNQ""",273
"""GPR3""",282
"""CCT6A""",430
"""ACOT11""",684
"""BMP6""",576
"""MIR1178""",1
"""MIR367""",1
"""DEFB105A""",3
"""SNORA2B""",1
"""FOXF2-DT""",1
"""LINC01971""",1
"""CLRN3""",258
"""TAF1D""",370
"""TRAV9-2""",113
"""ASAP1-IT2""",1
"""C5orf38""",44
"""FUCA2""",419
"""SAMD9L""",1479
"""MYPOP""",388
"""MIR6074""",1
"""RAB40AL""",248
"""TTTY14""",8
"""PHC3""",834
"""ETS1-AS1""",1
"""SNORD13""",1
"""SNORD13J""",1
"""CUL4A""",488
"""SLC26A9-AS1""",2
"""TMCC3""",475
"""DHX32""",597
"""MIR5008""",1
"""GEMIN6""",280
"""C1QTNF7""",252
"""CHTOP""",208
"""AGBL1""",1470
"""LINC01426""",2
"""GPS2""",318
"""KRT37""",505
"""C11orf49""",469
"""RNF125""",213
"""H1-4""",547
"""MIR378H""",1
"""METTL9""",222
"""BEX4""",84
"""ZNF699""",543
"""FCER2""",393
"""PER3P1""",1
"""RDH16""",343
"""SPIN4""",89
"""TYMS""",224
"""PANX2""",622
"""ANO10""",746
"""FLICR""",1
"""TAFA2""",165
"""ABCA13""",5177
"""MTA1""",603
"""GDF9""",456
"""DERL2""",235
"""OLAH""",392
"""ZNF91""",1413
"""LINC01301""",1
"""LINC01300""",1
"""UNC5CL""",512
"""PLXDC2""",555
"""KCND3""",544
"""ATXN3""",632
"""LINC00937""",1
"""LINC00310""",3
"""MIR595""",1
"""ZNF318""",2033
"""TM9SF1""",467
"""PHLDB3""",810
"""MIR1227""",1
"""SNORD53""",1
"""MCMDC2""",594
"""LINC01723""",1
"""SCARNA10""",1
"""SSX7""",244
"""NEURL1""",541
"""IL7R""",653
"""PTPRT-AS1""",1
"""SLC9B1P1""",1
"""FAM41C""",1
"""PSG5""",699
"""RPL3""",513
"""LINC01587""",4
"""LINC02861""",1
"""TRIM14""",437
"""ABHD18""",423
"""CSTA""",110
"""DKKL1""",290
"""USP50""",360
"""TAF4""",933
"""ICA1""",661
"""CD58""",215
"""ELMOD3""",439
"""MIR4422HG""",1
"""PBLD""",302
"""TSPAN14""",228
"""LINC00865""",1
"""GRB2""",139
"""OLIG2""",259
"""SMAD1-AS1""",1
"""FTCDNL1""",178
"""KASH5""",545
"""DENND4A""",1267
"""OR4K13""",298
"""L3MBTL1""",985
"""HNRNPA1P10""",1
"""RNA5S8""",1
"""LINC02604""",1
"""TMEM170B""",106
"""ZNF516-DT""",2
"""SAMD12-AS1""",1
"""DPF3""",431
"""TPST2""",435
"""LINC00393""",1
"""TMEM88""",222
"""LINC00375""",1
"""DGCR6L""",226
"""ZNF22-AS1""",3
"""DDX11L10""",2
"""MFAP4""",251
"""MAPKBP1""",1254
"""FAM138B""",1
"""GPR52""",301
"""SRGAP2D""",1
"""HELB""",1011
"""FAM170B-AS1""",1
"""TEX36""",236
"""SNORA14B""",1
"""ZNF326""",483
"""GOLGA6C""",546
"""WFS1""",1643
"""YTHDF3""",437
"""ZMYND12""",346
"""FBXL19-AS1""",2
"""HBM""",169
"""LINC01085""",1
"""MIR4730""",1
"""HP""",436
"""TUBBP5""",1
"""NSFL1C""",351
"""ZNF761""",833
"""ANKRD22""",197
"""ACAD9""",690
"""SLC22A4""",475
"""TMEM184B""",367
"""MIR6511A3""",1
"""DMD""",3969
"""MASP1""",1083
"""COL6A3""",3458
"""LINC01522""",1
"""ABCD1""",683
"""HNRNPM""",717
"""DYRK1B""",571
"""RINT1""",726
"""NHLH1""",144
"""OR2H1""",356
"""SNORD116-24""",1
"""CEP83-DT""",1
"""ETFRF1""",145
"""LSM1""",120
"""KLK10""",362
"""LINC01867""",1
"""HPCAL1""",196
"""ANKRD18CP""",1
"""LINC01893""",1
"""MIR2682""",1
"""ZDHHC23""",450
"""CNP""",331
"""AMBN""",516
"""C10orf143""",110
"""HECW2""",1351
"""LINC02692""",1
"""MEGF9""",466
"""OR1D4""",3
"""SEM1""",283
"""MIR6513""",1
"""KRT23""",454
"""MIR4295""",1
"""OR6N2""",364
"""CCL5""",170
"""VCL""",819
"""APOL1""",650
"""OBI1""",662
"""MARCHF2""",244
"""DGAT2L6""",280
"""MRPL19""",299
"""STEAP4""",432
"""MMP12""",465
"""IGHV3OR16-10""",128
"""A3GALT2""",398
"""SERINC1""",348
"""USP44""",657
"""TSNARE1""",849
"""MIR4463""",1
"""CLIC5""",490
"""EGR3""",285
"""TMEM208""",194
"""TMPRSS4""",472
"""TSPY10""",57
"""VWC2L""",214
"""MIR8085""",1
"""MIR4457""",1
"""AIPL1""",521
"""RAB22A""",125
"""TESPA1""",656
"""ASH1L-AS1""",2
"""KCNS3""",447
"""PIGB""",514
"""LINC00672""",7
"""PCDH1""",1032
"""SUGT1P4-STRA6LP""",1
"""TBC1D31""",952
"""TBC1D10A""",475
"""DGCR2""",571
"""BPTF""",2241
"""LURAP1L""",311
"""IK""",387
"""GPR180""",355
"""MRTFA""",1084
"""CDCP1""",738
"""LCE3E""",114
"""FABP6-AS1""",2
"""CD82""",349
"""EBF1""",527
"""MYCNOS""",4
"""TGM6""",860
"""MIR374A""",1
"""TOPORS""",882
"""MRPL21""",320
"""MAB21L3""",343
"""PCSK2""",469
"""AGBL4""",525
"""TPSG1""",520
"""CHID1""",488
"""TLDC2""",249
"""MS4A2""",268
"""ITGBL1""",565
"""VN1R4""",365
"""HLA-F-AS1""",2
"""RNA45SN5""",1
"""FAM184B""",971
"""MEF2D""",470
"""MXRA7""",322
"""CALR""",384
"""CDK13""",1326
"""AKTIP""",247
"""MIR500B""",1
"""MIR2110""",1
"""USP17L21""",61
"""LINC01013""",2
"""MIR4536-2""",1
"""REM2""",328
"""REXO1""",1412
"""YWHAQ""",159
"""CAMK2B""",665
"""PSMG1""",265
"""ERCC8""",491
"""APOC2""",110
"""MRPS23""",204
"""TRAPPC11""",977
"""LINC01746""",2
"""CFAP47""",1944
"""CHCHD2P9""",1
"""MIR15B""",1
"""DACT3""",505
"""ILRUN-AS1""",2
"""HIGD2A""",100
"""BET1L""",280
"""MIR450A1""",1
"""C11orf54""",323
"""DNM3OS""",2
"""PAN2""",842
"""ARRDC4""",440
"""EPHB1""",1022
"""HS3ST6""",402
"""GRAMD1B""",950
"""TFF1""",98
"""SUN3""",420
"""LTF""",790
"""DDHD1-DT""",1
"""TASL""",209
"""ZFYVE9""",1125
"""SLC39A8""",387
"""C5orf60""",6
"""KIAA1143""",148
"""ZNF197""",916
"""ZBTB40""",1016
"""ACAT2""",353
"""PLCG1-AS1""",1
"""MIR3179-2""",1
"""ABCA17P""",1
"""MIR4720""",1
"""PLA2G5""",176
"""MIR3912""",1
"""IFNL1""",212
"""JHY""",792
"""TMIGD1""",280
"""ACSM1""",652
"""NATD1""",120
"""RRN3P1""",2
"""FCGR2C""",301
"""MIR941-3""",1
"""TEX28""",12
"""EMB""",345
"""H2AC1""",193
"""IL6ST""",789
"""FUNDC2""",126
"""ADGRL3-AS1""",1
"""PTGES2""",486
"""OR6C74""",320
"""MIR4735""",1
"""MIR629""",1
"""DNAJB3""",4
"""MIR887""",1
"""LINC00511""",1
"""OR6B2""",334
"""MTBP""",767
"""PRSS58""",299
"""LAMA4""",1831
"""CPLX1""",180
"""SLC2A9-AS1""",4
"""STAM-DT""",1
"""ANXA13""",397
"""RNFT1""",385
"""SMIM20""",212
"""TCTN2""",656
"""C14orf119""",135
"""SLC4A4""",924
"""PPM1A""",363
"""C10orf55""",3
"""PCDHA7""",1188
"""CCNT2""",625
"""SMC5-DT""",1
"""ME3""",631
"""LINC02286""",8
"""PLIN5""",599
"""HID1-AS1""",1
"""ZNF627""",402
"""LDLR""",1924
"""KIR2DS5""",19
"""ZNF587""",603
"""CDY2B""",14
"""LLGL2""",1202
"""RIBC1""",249
"""TMEM234""",251
"""VTN""",484
"""MAMDC4""",1376
"""IDH1""",392
"""MAMSTR""",468
"""IGHV4-30-4""",1
"""KIZ""",729
"""DDHD2""",605
"""HSD17B3""",333
"""IL2RG""",270
"""DDAH2""",235
"""DBNDD2""",310
"""GOLGB1""",2640
"""TSFM""",490
"""GJA5""",352
"""LINC01526""",1
"""RENBP""",401
"""IQCG""",440
"""NUP153-AS1""",2
"""IGF2BP2-AS1""",2
"""CAMK1G""",413
"""ARHGAP26-AS1""",1
"""POMGNT2""",517
"""SEMA5A""",1081
"""LINC00476""",3
"""SMIM10L2A""",22
"""RPL22L1""",159
"""TMEM53""",347
"""FARP2""",1358
"""LINC01727""",1
"""PDE8B""",714
"""MIR8089""",1
"""TEX45""",513
"""GRID2""",1123
"""TLE6""",639
"""LMAN2""",416
"""DMTF1""",680
"""FAM225A""",1
"""ADRA2A""",468
"""PLEKHG7""",641
"""LINC02156""",1
"""CIAO2A""",187
"""MDM1""",786
"""ASMTL""",727
"""LINC02499""",1
"""SNORA3B""",1
"""GOLGA8N""",268
"""IFITM4P""",1
"""DDX21""",506
"""GNG3""",49
"""ABCC12""",1449
"""GSPT1""",420
"""TOGARAM1""",1546
"""SCD5""",371
"""ZNF433-AS1""",4
"""TGFB1""",432
"""MIR503HG""",1
"""RRP36""",269
"""LINC00279""",1
"""SYMPK""",1175
"""SLC7A1""",409
"""CAPN15""",1247
"""RRS1""",364
"""ANKRD20A3P""",275
"""RND3""",180
"""MPP4""",699
"""TTC17""",1046
"""BABAM2-AS1""",1
"""SHQ1""",598
"""MIR1283-1""",1
"""MIR4738""",1
"""NR2C2AP""",207
"""NCKAP5L""",1345
"""NOTCH2NLR""",146
"""GNB3""",325
"""TMEM202-AS1""",1
"""COTL1""",212
"""RAB11FIP5""",1051
"""STARD9""",3968
"""NCBP2""",139
"""SCN10A""",2204
"""OR56B1""",363
"""MICA""",551
"""MEA1""",205
"""PLIN4""",1813
"""MEP1A""",783
"""PSMA1""",192
"""MYT1""",966
"""ATRIP""",701
"""GOLGA8M""",684
"""SNORD146""",1
"""COPS9""",281
"""PARD3""",1308
"""BID""",295
